id,address,at_street,description,latitude,longitude,municipality,name,on_street
"15661",,"Lawrence Avenue",,"42.313396","-71.079497","Boston","Blue Hill Ave @ Lawrence Ave","Blue Hill Avenue"
"7894",,"Pine Street",,"42.484075","-71.259731","Bedford","Great Road @ Pine St","The Great Road"
"place-NEC-2139","Beaumont St and Sherman St, Canton, MA 02021",,,"42.163204","-71.15376","Canton","Canton Junction",
"node-bbsta-13clarexit-farepaid",,,"Back Bay - Station side of exit-only gate",,,"Boston","Back Bay",
"Attleboro",,,"Attleboro - Commuter Rail","41.940739","-71.285094","Attleboro","Attleboro",
"826",,"Glenhaven Road",,"42.270125","-71.16203","Boston","Centre St @ Glenhaven Rd","Centre Street"
"14889",,"Norcross Terrace",,"42.466442","-70.928199","Lynn","Lewis St @ Phillips Ave","Lewis Street"
"18335",,"Grant Street",,"42.376319","-71.241643","Waltham","Main St @ Grant St","Main Street"
"36539",,"Village Court",,"42.345137","-71.069335","Boston","E Berkeley @ Tremont St","East Berkeley Street"
"6810",,"Ontario Street",,"42.472806","-70.968979","Lynn","Linwood St @ Ontario St","Linwood Street"
"door-bbsta-busways",,,"Back Bay - Clarendon St, Buses (South)","42.347445","-71.07467","Boston","Back Bay - Clarendon St, Buses (South)",
"3902",,"Belcher Street",,"42.16066","-71.006188","Holbrook","N Franklin St @ Belcher St","North Franklin Street"
"node-wondl-busramp-busway",,,"Wonderland - Bottom of ramp to busway door to lobby",,,"Revere","Wonderland",
"node-jfk-braganstair-platform",,,"JFK/UMass - Bottom of northern stairs between Braintree, Alewife platform and lobby",,,"Boston","JFK/UMass",
"41916",,,,"42.307293","-71.146308","Brookline","Newton St @ Grove St","Newton Street"
"24490",,"Scouting Way",,"42.369251","-71.100745","Cambridge","Broadway @ Prospect St","Broadway"
"7220",,"Lambert Avenue",,"42.478705","-70.933146","Lynn","Eastern Ave @ Lambert Ave","Eastern Avenue"
"4879",,"Norfolk Avenue",,"42.474852","-70.915485","Swampscott","Paradise Rd @ Norfolk Ave","Paradise Road"
"78531",,"Bridge Street",,"42.366451","-71.204787","Watertown","Pleasant St @ Bridge St","Pleasant Street"
"7123",,"Colon Street",,"42.557806","-70.880516","Beverly","Cabot St opp Colon St","Cabot Street"
"2517",,"Clark Street",,"42.367334","-71.093174","Cambridge","Hampshire St @ Clark St","Hampshire Street"
"2181",,"Bay State Road",,"42.387214","-71.141497","Cambridge","Concord Ave @ New St","Concord Avenue"
"6902",,"Cambridge Street",,"42.519675","-71.21163","Burlington","Chestnut Ave @ Cambridge St","Chestnut Avenue"
"2134",,"Lexington Street",,"42.387194","-71.190609","Belmont","Church St @ Lexington St","Church Street"
"46619",,"Hill Street",,"42.205075","-71.19527","Norwood","Washington St @ Hill St","Washington Street"
"45",,"G Street",,"42.335505","-71.044151","Boston","E Broadway @ G St","East Broadway"
"node-wimnl-obpaidstairs-platform",,,"Wood Island - Bottom of stairs for Wonderland",,,"Boston","Wood Island",
"782",,,,"42.283083","-71.157136","Boston","Centre St Opp Mt Vernon St","Centre Street"
"17155",,"Washington Square North",,"42.524933","-70.889633","Salem","Winter St @ Washington St","Winter Street"
"109880",,"Cutler Street",,"42.374554","-70.972555","Winthrop","Shirley St @ Cutler St","Shirley Street"
"3043",,"Butler Road",,"42.257499","-71.008042","Quincy","Hancock St @ Butler Rd","Hancock Street"
"71199",,,"Park Street - Green Line - Drop-off Only","42.356395","-71.062424","Boston","Park Street",
"18929",,"Craig Lane",,"42.395452","-71.24828","Waltham","Totten Pond Rd @ Craig Ln","Totten Pond Road"
"node-jfk-crramp-street",,,"JFK/UMass - Bottom of Commuter Rail platform ramp","42.321163","-71.052148","Boston","JFK/UMass",
"81445",,"Central Avenue",,"42.306843","-71.2363","Needham","Webster St @ Central Ave","Webster Street"
"node-rugg-farepaid",,,"Ruggles - Paid side of Orange Line faregates",,,"Boston","Ruggles",
"1810",,,,"42.35075","-71.109976","Boston","Commonwealth Ave @ University Rd","Commonwealth Avenue"
"2805",,"Metropolitan Avenue",,"42.275836","-71.125869","Boston","Poplar St @ Metropolitan Ave","Poplar Street"
"801",,"Aldrich Street",,"42.286195","-71.139544","Boston","Belgrade Ave opp Aldrich St","Belgrade Avenue"
"4864",,"Salem Street",,"42.476046","-70.892636","Swampscott","Humphrey St @ Salem St","Humphrey Street"
"7886",,"Railroad Avenue",,"42.486411","-71.27801","Bedford","South Rd @ Railroad Ave","South Road"
"1055",,"Blackstone Street",,"42.361913","-71.114378","Cambridge","River St opp Blackstone St","River Street"
"4201",,"Academy Lane",,"42.25401","-71.076854","Milton","Reedsdale Rd @ Academy Lane","Reedsdale Road"
"5057",,"Kinsman Street",,"42.415675","-71.0615","Malden","62 Belmont St opp Kinsman St","Belmont Street"
"9283",,"Court Street",,"42.515601","-71.069515","Wakefield","Cordis St @ Court St","Cordis Street"
"9164",,"Hall Street",,"42.411092","-71.089571","Medford","Riverside Ave opp Hall St","Riverside Avenue"
"6625",,"Coolidge Road",,"42.425493","-70.928842","Nahant","Spring Rd @ Coolidge Rd","Spring Road"
"7910",,,,"42.45361","-71.233126","Lexington","Opp 57 Bedford St","Bedford Street"
"5411",,"Floyd Street",,"42.413498","-71.063482","Everett","Main St @ Bradford St","Main Street"
"8242",,"Lincoln Knoll Lane",,"42.482525","-71.188211","Burlington","Cambridge St @ Lincoln Knoll Ln","Cambridge Street"
"8504",,"Beacon Street",,"42.330172","-71.194693","Newton","Centre St @ Beacon St","Centre Street"
"6369",,"Mattakeeset Street",,"42.264916","-71.099618","Boston","River St @ Caton St","River Street"
"38499",,"Totnes Road",,"42.214258","-70.989318","Braintree","Middle St @ Totnes Ave","Middle Street"
"2092",,"Fayerweather Street",,"42.381323","-71.137529","Cambridge","Huron Ave @ Fayerweather St","Huron Avenue"
"1141",,"New Heath Street",,"42.326102","-71.096534","Boston","Centre St @ Marcella St","Centre Street"
"17922",,"Park Avenue",,"42.424244","-71.183186","Arlington","Massachusetts Ave @ Park Ave","Massachusetts Avenue"
"896",,"M Street",,"42.335716","-71.033229","Boston","E Broadway @ M St","East Broadway"
"9201",,"Essex Street",,"42.456326","-71.064624","Melrose","Main St @ Essex St","Main Street"
"78511",,"Willow Street",,"42.369889","-71.221264","Waltham","River St @ Willow St","River Street"
"600",,"Granfield Avenue",,"42.290289","-71.124116","Boston","Washington St opp Granfield Ave","Washington Street"
"4762",,"Ellis Road",,"42.473552","-70.917198","Swampscott","Paradise Rd @ Ellis Rd","Paradise Road"
"82134",,"Saint Mary Street",,"42.310029","-71.231303","Needham","Central Ave @ Saint Mary St","Central Avenue"
"3423",,"Cottage Avenue",,"42.248397","-71.001703","Quincy","Hancock St @ Cottage Ave","Hancock Street"
"179",,"Huntington Avenue",,"42.347595","-71.079984","Boston","Ring Rd @ Huntington Ave","Ring Road"
"8292",,"Hersom Street",,"42.372745","-71.20129","Watertown","590 Main St opp Herson St","Main Street"
"5938",,"Lynde Street",,"42.452164","-71.061836","Melrose","Linwood Ave @ Lynde St","Linwood Avenue"
"node-wondl-ibplazastairs-top",,,"Wonderland - Top level of stairs from garage to Revere Beach Plaza",,,"Revere","Wonderland",
"3354",,"Adams Street",,"42.255874","-71.032637","Quincy","Robertson St @ Adams St","Robertson Street"
"node-prmnl-920ramp-platform",,,"Prudential - Bottom of ramp for elevator",,,"Boston","Prudential",
"57",,"Albany Street",,"42.333825","-71.073541","Boston","Massachusetts Ave @ Albany St","Massachusetts Avenue"
"86618",,"East Street",,"42.146709","-71.252416","Walpole","Main St @ Glenwood St","Main Street"
"26619",,"Phillips Avenue",,"42.187344","-71.209628","Norwood","Walpole St @ Elliot St","Walpole Street"
"90311",,"Melvinside Terrace",,"42.311856","-71.05752","Boston","Dorchester Ave @ Melvinside Ter","Dorchester Avenue"
"node-973-upper",,,"Harvard - Bottom of elevator between Brattle Square and Upper Busway",,,"Cambridge","Harvard",
"1308",,"Green Street",,"42.342499","-71.121845","Brookline","Harvard St @ Beacon St","Harvard Street"
"4498",,"Albert J Brown Circle",,"42.420606","-71.003376","Revere","462 American Legion Hwy","American Legion Highway"
"31317",,"Longwood Avenue",,"42.335831","-71.099868","Boston","Huntington Ave @ Longwood Ave","Huntington Avenue"
"9167",,"Hunewill Avenue",,"42.412257","-71.095422","Medford","Riverside Ave @ Hunewill Ave","Riverside Avenue"
"11891",,"Water Street",,"42.357495","-71.056251","Boston","Pearl St @ Congress St","Post Office Square"
"4469",,"Ravenna Avenue",,"42.497213","-70.931319","Salem","Highland Ave @ Ravenna Ave","Highland Avenue"
"14609",,"North Shore Avenue",,"42.542256","-70.919211","Peabody","Margin St @ N Shore Ave","Margin Street"
"6834",,"Chestnut Street",,"42.468936","-70.936996","Lynn","Union St @ Chestnut St","Union Street"
"25089",,,,"42.334406","-71.072308","Boston","Albany St @ Boston Medical Ctr","Albany Street"
"node-441-platform",,,"Orient Heights - Bottom of Escalator 441",,,"Boston","Orient Heights",
"8914",,"Nutting Road",,"42.402615","-71.236439","Waltham","Lake St @ Hardy Residences","Lake Street"
"door-newto-braeland",,,"Newton Centre - Braeland Ave, Langley Rd","42.329349","-71.192296","Newton","Newton Centre - Braeland Ave, Langley Rd",
"75467",,"Glenwood Avenue",,"42.248593","-71.126826","Boston","Hyde Park Ave @ Glenwood Ave","Hyde Park Avenue"
"5719",,"Stockton Street",,"42.400896","-71.021032","Chelsea","Broadway @ Stockton St","Broadway"
"905",,"Hibbard Road",,"42.354693","-71.181072","Newton","Tremont St opp Hibbard Rd","Tremont Street"
"1405",,"Prospect Street",,"42.373331","-71.098247","Cambridge","Cambridge St @ Prospect St","Cambridge Street"
"7393",,"Overlea Avenue",,"42.451054","-70.993358","Saugus","Lincoln Ave @ Overlea Ave","Lincoln Avenue"
"3283",,"Curlew Road",,"42.262304","-70.984139","Quincy","410 Sea St","Sea Street"
"door-pktrm-tremonte",,,"Park Street - Tremont St, Boston Common","42.35637","-71.062321","Boston","Park Street - Tremont St, Boston Common",
"7200",,"Commonwealth Road",,"42.492939","-70.958369","Lynn","Broadway opp Commonwealth Rd","Broadway"
"13590",,"Sewall Street",,"42.332118","-71.098589","Boston","Tremont St @ Tobin Community Center","Tremont Street"
"27092","Terminal B Arrivals, Door B103, Boston Logan International Airport, Boston, MA 02128",,"Terminal B Stop 1 - Silver Line - SL1 South Station","42.3621","-71.01882","Boston","Terminal B Stop 1 - Arrivals Level","Logan Airport Terminal B"
"5593",,"Jones Avenue",,"42.40531","-71.030581","Chelsea","Sagamore Ave @ Jones Ave","Sagamore Avenue"
"Ruggles-03",,,"Ruggles - Commuter Rail - Track 3","42.336368","-71.089554","Boston","Ruggles",
"8293",,,,"42.371988","-71.199695","Watertown","Main St opp Olcott St","Main Street"
"4486",,"Market Square",,"42.462719","-70.965491","Lynn","Western Ave @ Market Square","Western Avenue"
"node-817-entrance",,,"Davis - Top of Elevator 817",,,"Somerville","Davis",
"2278",,"Harlow Street",,"42.408008","-71.145042","Arlington","Massachusetts Ave @ Harlow St","Massachusetts Avenue"
"15054",,,,"42.394289","-71.039363","Chelsea","100 Everett Ave","Everett Avenue"
"9024",,"Spruce Street",,"42.433915","-71.043274","Malden","769 Salem St","Salem Street"
"33077",,"Woodfield Street",,"42.2833","-71.051656","Boston","Gallivan Blvd @ Woodfield St","Gallivan Boulevard"
"2713",,"Austin Street",,"42.386632","-71.080639","Somerville","Broadway @ Lincoln St","Broadway"
"2402",,"Bartlett Street",,"42.39424","-71.101882","Somerville","Medford St @ Bartlett St","Medford Street"
"3479",,,,"42.265999","-71.066035","Milton","191 Adams St","Adams Street"
"5036",,"Marston Street",,"42.412955","-71.116533","Medford","George St @ Marston St","George Street"
"8493",,"Country Club Road",,"42.306772","-71.195235","Newton","Dedham St @ Country Club Rd","Dedham Street"
"9526",,,,"42.38164","-71.262237","Waltham","Main Shopping Center @ Market Basket",
"9146",,,,"42.429733","-71.129796","Medford","578 Winthrop St","Winthrop Street"
"South Station-10",,,"South Station - Commuter Rail - Track 10","42.351081","-71.054914","Boston","South Station",
"South Weymouth",,,"South Weymouth - Commuter Rail","42.155025","-70.953302","Weymouth","South Weymouth",
"8154",,"Bowdoin Street",,"42.321005","-71.210712","Newton","Lincoln St @ Bowdoin St","Lincoln Street"
"node-sstat-390stair-sl",,,"South Station - Top of stairs for Ashmont/Braintree",,,"Boston","South Station",
"55600",,"Geneva Avenue",,"42.299024","-71.063789","Boston","Fields Corner Sta @ Geneva Ave","Busway"
"625",,"West Boundary Road",,"42.268117","-71.149375","Boston","Washington St @ W Boundary Rd","Washington Street"
"3848",,"Independence Avenue",,"42.23883","-71.003419","Quincy","Franklin St @ Presidents Ave","Franklin Street"
"3131",,"Holyoke Street",,"42.281504","-71.024041","Quincy","E Squantum St @ Appleton St","East Squantum Street"
"9105",,"Ridgefield Road",,"42.442114","-71.135646","Winchester","Main St @ Everell Rd","Main Street"
"15978",,"Garland Street",,"42.454874","-71.07876","Melrose","Wyoming Ave @ Ravine Terr","West Wyoming Avenue"
"5359",,,,"42.420035","-71.054503","Everett","Ferry St @ Rich St","Ferry Street"
"1836",,,,"42.296546","-71.157873","Boston","Independence Dr opp Shopping Mall","Independence Drive"
"5993",,"Francis Street",,"42.433861","-71.072009","Malden","Washington St @ Francis St","Washington Street"
"61871",,"Curve Street",,"42.2548","-71.164872","Dedham","106 Washington St (on bridge)","Washington Street"
"9128",,"Manning Street",,"42.485904","-71.151862","Woburn","Main St @ Manning St","Main Street"
"node-tumnl-washnbstairs-lobby",,,"Tufts Medical Center - Top of stairs for Oak Grove, Washington Street",,,"Boston","Tufts Medical Center",
"8611",,"Forbes Road",,"42.444491","-71.261248","Lexington","Marrett Rd opp Forbes Rd","Marrett Road"
"9001",,"Gibson Street",,"42.439418","-71.051859","Malden","Sylvan St @ Blantyre Rd","Sylvan Street"
"4300",,"Oliver Street",,"42.197079","-71.06096","Randolph","N Main St @ Oliver St","North Main Street"
"9122",,"Green Street",,"42.474754","-71.149603","Woburn","Main St @ Green St","Main Street"
"4254",,"Fencourt Avenue",,"42.156078","-71.029729","Randolph","Union St @ Fencourt Ave","Union Street"
"75731",,"Prospect Street",,"42.466886","-71.008857","Saugus","Central St @ Prospect St","Central Street"
"8489",,"Rosalie Road",,"42.302137","-71.189971","Newton","Dedham St @ Rosalie St","Dedham Street"
"9049",,"First Street",,"42.411446","-71.079138","Medford","Middlesex Ave @ First St","Middlesex Avenue"
"8940",,"Radford Place",,"42.255031","-71.128097","Boston","River St @ Perkins Ave","River Street"
"4355",,"Brush Hill Road",,"42.264778","-71.094304","Milton","Blue Hills Pkwy @ Blue Hill Ave","Blue Hills Parkway"
"971",,"Elko Street",,"42.349442","-71.149226","Boston","Cambridge St @ Elko St","Cambridge Street"
"8679",,"Longfellow Road",,"42.373561","-71.207022","Watertown","Main St opp Longfellow Rd","Main Street"
"7150",,"Derby Street",,"42.520766","-70.890195","Salem","Hawthorne Blvd @ Derby St","Hawthorne Boulevard"
"Norwood Central",,,"Norwood Central - Commuter Rail","42.188775","-71.199665","Norwood","Norwood Central",
"node-haecl-busolstair-green",,,"Haymarket - Top of stairs between busway lobby and Orange Line passageway",,,"Boston","Haymarket",
"2469",,"Ely Road",,"42.419965","-71.188934","Arlington","Appleton St opp Ely Rd","Appleton Street"
"7783",,"Silver Hill Lane",,"42.40923","-71.253543","Waltham","Lincoln St opp Silver Hill Ln","Lincoln Street"
"1441",,"Elm Street",,"42.362588","-71.156262","Watertown","Arsenal St opp Elm St","Arsenal Street"
"12641",,"Harlow Street",,"42.410664","-71.141393","Arlington","Broadway opp Harlow St","Broadway"
"12231",,"Ames Place",,"42.363498","-71.087704","Cambridge","Ames St @ Broadway","Ames Street"
"8323",,"Herrick Street",,"42.564189","-70.879158","Beverly","Sohier Rd @ Beverly High School","Sohier Road"
"3351",,"Connell Street",,"42.253016","-71.03517","Quincy","Robertson St @ Connell St","Robertson Street"
"node-haecl-congogplats-passage",,,"Haymarket - Top of stairs between mezzanine and Oak Grove platform",,,"Boston","Haymarket",
"2570",,"Beacon Street",,"42.378206","-71.106484","Somerville","Washington St @ Beacon St","Washington Street"
"13849",,"Lambert Avenue",,"42.209068","-70.924819","Weymouth","Pleasant St opp Lambert Ave","Pleasant Street"
"3194",,"Warren Avenue",,"42.262319","-71.016338","Quincy","Newport Ave @ Warren Ave","Newport Avenue"
"3636",,"Union Street",,"42.249797","-70.99301","Quincy","236 Washington St opp Union St","Washington Street"
"7467",,"Westland Avenue",,"42.458467","-70.999306","Saugus","Winter St opp Westland Ave","Winter Street"
"70026",,,"North Station - Orange Line - Forest Hills","42.365577","-71.06129","Boston","North Station",
"4051",,"Liberty Street",,"42.175845","-71.03491","Randolph","North St @ Liberty St","North Street"
"54651",,"Columbia Street",,"42.433058","-71.047263","Malden","627 Salem St","Salem Street"
"5606",,"Fourth Street",,"42.391797","-71.035912","Chelsea","Broadway @ Fourth St","Broadway"
"1422",,"Windsor Street",,"42.372767","-71.093143","Cambridge","Cambridge St @ Windsor St","Cambridge Street"
"4202",,"Walnut Street",,"42.255929","-71.078755","Milton","Reedsdale Rd @ Walnut St","Reedsdale Road"
"5620",,"Forsyth Street",,"42.398055","-71.030839","Chelsea","Washington Ave @ Cary Ave","Washington Avenue"
"2674",,"Cutter Avenue",,"42.395122","-71.119331","Somerville","Highland Ave @ Cutter Ave","Highland Avenue"
"node-147-lobby",,,"Tufts Medical Center - Top of Escalator 147",,,"Boston","Tufts Medical Center",
"node-bbsta-dartexit-fareunpaid",,,"Back Bay - Outdoor side of exit-only door",,,"Boston","Back Bay",
"9292",,"Main Street",,"42.522611","-71.077498","Wakefield","Lowell St @ Main St","Lowell Street"
"482",,"Park Street",,"42.295398","-71.072193","Boston","Washington St @ Park St","Washington Street"
"24489",,"Norfolk Street",,"42.368617","-71.09915","Cambridge","Broadway @ Norfolk St","Broadway"
"1491",,"Harrison Avenue",,"42.328655","-71.082962","Boston","Dudley St @ Warren St","Dudley Street"
"580",,"Fremont Street",,"42.270027","-71.090009","Boston","River St @ Fremont St","River Street"
"node-952-lobby",,,"Charles/MGH - Bottom of Elevator 952",,,"Boston","Charles/MGH",
"5319",,"Mystic Valley Parkway",,"42.416525","-71.110406","Medford","Main St opp South St","Main Street"
"2136",,"Moore Street",,"42.396941","-71.175746","Belmont","Leonard St @ Moore St - Belmont Center","Leonard Street"
"63",,"Ruggles Street",,"42.331035","-71.082875","Boston","Washington St @ Ruggles St","Washington Street"
"35202",,"Dorchester Avenue",,"42.32952","-71.056826","Boston","Preble St @ Dorchester Ave","Preble Street"
"4769",,,,"42.479438","-70.905444","Swampscott","331 Paradise Rd","Paradise Road"
"4528",,"Barrett Street",,"42.465172","-70.962324","Lynn","Western Ave opp Barrett St","Western Avenue"
"5515",,"Gledhill Avenue",,"42.416817","-71.046701","Everett","Broadway @ Gledhill St","Broadway"
"3582",,,,"42.244102","-70.883973","Hingham","Station St - Hingham Depot","Station Street"
"6784",,"Holton Place",,"42.463369","-70.96168","Lynn","N Common St @ Holton Pl","North Common Street"
"6704",,,,"42.468613","-70.990562","Lynn","Kings Hill Dr @ Kingswood Circle","Kings Hill Drive"
"2173",,"Craigie Street",,"42.379397","-71.125597","Cambridge","Concord Ave opp Craigie St","Concord Avenue"
"node-702-plaza",,,"Wonderland - Revere Beach Plaza level of garage elevator",,,"Revere","Wonderland",
"4800",,"Anderson Street",,"42.501019","-70.857652","Marblehead","Pleasant St opp Anderson St","Pleasant Street"
"17419",,"Ramp - Rt 1 Northbound To Salem St",,"42.437464","-71.01978","Revere","Salem St @ Cutler Hwy","Salem Street"
"4952",,"Roy Croft Road",,"42.535639","-70.916869","Peabody","Margin St opp Roycroft Rd","Margin Street"
"node-ogmnl-olstair-lobby",,,"Oak Grove - Top of Orange Line stairs",,,"Malden","Oak Grove",
"3080",,"Franconia Street",,"42.285338","-71.054975","Boston","Adams St @ Franconia St","Adams Street"
"4083",,"Lundquist Drive",,"42.202725","-71.023968","Braintree","Granite St @ Emerald Ave","Granite Street"
"81681",,"Watertown Street",,"42.355759","-71.208921","Newton","Walnut St @ Watertown St","Walnut Street"
"2395",,"McGrath Highway",,"42.386513","-71.090342","Somerville","Pearl St @ McGrath Hwy","Pearl Street"
"29002",,,"Sullivan Square - Upper Berth 2","42.384386","-71.076502","Boston","Sullivan Square","Busway"
"1432",,"Irving Street",,"42.364737","-71.178564","Watertown","Arsenal St @ Irving St","Arsenal Street"
"450",,"Milton Avenue",,"42.287206","-71.07864","Boston","Norfolk St @ Milton Ave","Norfolk Street"
"39618",,,,"42.167101","-71.212225","Walpole","9 Washington St - Walpole Line","Washington Street"
"node-aqucl-wbstatestairs-lobby",,,"Aquarium - Top of stairs between platform and State Street",,,"Boston","Aquarium",
"Littleton / Rte 495",,,"Littleton/Rte 495 - Commuter Rail","42.519236","-71.502643","Littleton","Littleton/Rte 495",
"Providence",,,"Providence - Commuter Rail","41.829293","-71.413301","Providence","Providence",
"node-366-lobby",,,"Chinatown - Bottom of escalator from Forest Hill lobby",,,"Boston","Chinatown",
"939",,"Hinsdale Street",,"42.349397","-71.103055","Boston","Commonwealth Ave @ Hinsdale St","Commonwealth Avenue"
"node-bbsta-13clarexit-fareunpaid",,,"Back Bay - Outdoor side of exit-only gate",,,"Boston","Back Bay",
"node-407-platform",,,"Airport - Bottom of Escalator 407",,,"Boston","Airport",
"5887",,"Crestway Road",,"42.393252","-71.008144","Boston","220 Waldemar Ave","Waldemar Avenue"
"3821",,,,"42.20977","-70.958654","Weymouth","396 Washington St","Washington Street"
"823",,,,"42.274491","-71.160369","Boston","Centre St @ Cass St","Centre Street"
"3872",,"Hall Avenue",,"42.200848","-71.005163","Braintree","Hancock St @ Hall Ave","Hancock Street"
"114886",,"Gosnold Street",,"42.260866","-70.862244","Hull","Wash Blvd from Rockland St to Hull Med Ctr (FLAG)","George Washington Boulevard"
"node-ccmnl-305-lobby",,,"Community College - Top of Escalator 305",,,"Boston","Community College",
"11218",,"A Street",,"42.350434","-71.048494","Boston","Congress St @ A St","Congress Street"
"5595",,"Washington Avenue",,"42.404726","-71.035562","Chelsea","Sagamore Ave @ Washington Ave","Sagamore Avenue"
"86962",,"Walnut Street",,"42.369674","-71.23724","Waltham","Moody St @ Walnut St","Moody Street"
"6462",,"Sherwood Street",,"42.282871","-71.123861","Boston","Cummins Hwy @ Sherwood St","Cummins Highway"
"2759",,"Mount Vernon Street",,"42.382021","-71.081827","Somerville","Washington St @ Mt Vernon St","Washington Street"
"21365",,"Huntington Avenue",,"42.331803","-71.112061","Boston","S Huntington Ave @ Huntington Ave","South Huntington Avenue"
"17",,"East Eighth Street",,"42.332717","-71.051146","Boston","Dorchester St @ E 8th St","Dorchester Street"
"26624",,"Mylod Street",,"42.166386","-71.230978","Walpole","Opp 177 Main St @ New Pond Village","Main Street"
"19201",,"Elko Street",,"42.349311","-71.149073","Boston","Cambridge St opp Elko St","Cambridge Street"
"49040",,"McDonald Road",,"42.409352","-71.082736","Medford","Riverside Ave @ Bradbury Ave","Riverside Avenue"
"node-881-lobby",,,"Sullivan Square - Top of Elevator 881",,,"Boston","Sullivan Square",
"255",,"F Street",,"42.33425","-71.050899","Boston","W 7th St @ F St","West Seventh Street"
"9305",,"Wolcott Street",,"42.512674","-71.084649","Wakefield","North Ave @ Wolcott St","North Avenue"
"place-PB-0194","231 Centre Ave, Abington, MA 02351",,,"42.107156","-70.934405","Abington","Abington",
"9258",,"Libby Avenue",,"42.526966","-71.088139","Reading","Salem St opp Libby Ave","Salem Street"
"2215",,"Seaport Boulevard",,"42.350301","-71.042814","Boston","B St @ Seaport Blvd","B Street"
"7441",,"Vincent Street",,"42.457755","-70.989636","Saugus","Lincoln Ave @ Vincent St","Lincoln Avenue"
"1879",,"Burnside Avenue",,"42.293284","-71.144283","Boston","Weld St @ Lantern Ln","Weld Street"
"node-haecl-glstair-passage",,,"Haymarket - Bottom of stairs between Green Line and Orange Line passageway",,,"Boston","Haymarket",
"9135",,"West Street",,"42.503859","-71.161553","Woburn","Elm St opp West St","Elm Street"
"node-383-street",,,"North Quincy - Bottom of escalator from Newport Avenue to lobby",,,"Quincy","North Quincy",
"8205",,"Bowdoin Street",,"42.321082","-71.210819","Newton","Lincoln St @ Bowdoin St","Lincoln Street"
"node-cntsq-360-platform",,,"Central - Bottom of Escalator 360 for Massachusetts Ave",,,"Cambridge","Central",
"7358",,"Severance Street",,"42.4864","-70.963689","Lynn","Lynnfield St @ Severance St","Lynnfield Street"
"node-128-lobby",,,"Forest Hills - Top of south lower busway escalator",,,"Boston","Forest Hills",
"2883",,"Fulbright Street",,"42.402252","-71.098132","Medford","Mystic Ave @ Fulbright St","Mystic Avenue"
"263",,"I Street",,"42.331328","-71.039961","Boston","E 8th St @ I St","East Eighth Street"
"70088",,,"Savin Hill - Red Line - Alewife","42.31129","-71.053331","Boston","Savin Hill",
"node-935-lobby",,,"World Trade Center - Top of inbound platform elevator",,,"Boston","World Trade Center",
"12855",,"Ninth Street",,"42.376088","-71.052615","Boston","First Ave @ Ninth St","First Avenue"
"1323",,"Columbus Avenue",,"42.331479","-71.095333","Boston","Tremont St @ Columbus Ave","Tremont Street"
"node-417-lobby",,,"Courthouse - Top of escalator from outbound platform to exit-only gates",,,"Boston","Courthouse",
"90622",,,,"42.213874","-71.19648","Westwood","Xaverian Brothers HS","Clapboardtree Street"
"8213",,"Linden Street",,"42.309507","-71.220609","Newton","Oak St @ Chestnut St","Oak Street"
"66731",,"Market Street",,"42.462577","-70.948082","Lynn","Oxford St @ Market St","Oxford Street"
"29050",,,,"42.326354","-71.064512","Boston","South Bay Mall @ Stop and Shop",
"1351",,"Crawford Street",,"42.313142","-71.089559","Boston","Humboldt Ave @ Crawford St","Humboldt Avenue"
"node-403-platform",,,"World Trade Center - Bottom of inbound platform escalator",,,"Boston","World Trade Center",
"4916",,"Ocean Street",,"42.467462","-70.922245","Swampscott","Humphrey St @ Eastern Ave","Humphrey Street"
"2143",,"Edgemoor Road",,"42.392231","-71.163816","Belmont","Concord Ave @ Edgemoor Rd","Concord Avenue"
"door-river-main",,,"Riverside - Main","42.337298","-71.252671","Newton","Riverside - Main",
"18272",,"Glen Avenue",,"42.422188","-71.154023","Arlington","Mystic St @ Ridge St","Mystic Street"
"92618",,"Peach Street",,"42.147674","-71.235917","Walpole","High Plain St @ Peach St","High Plain Street"
"7897",,"Winter Street",,"42.477506","-71.253346","Lexington","Bedford St opp Winter St","Bedford Street"
"3667",,"Colasanti Road",,"42.233595","-70.944884","Weymouth","North St opp Colasanti Rd","North Street"
"8310",,,"Haymarket - Busway","42.363097","-71.058166","Boston","Haymarket","Haymarket Place"
"891",,"Melcher Street",,"42.350545","-71.050865","Boston","Summer St opp Melcher St","Summer Street"
"1931",,"Boylston Street",,"42.346945","-71.089362","Boston","Ipswich St @ Boylston St","Ipswich Street"
"3941",,"President Road",,"42.224202","-71.004974","Braintree","Washington St @ President Rd","Washington Street"
"3788",,"Richard Street",,"42.241448","-70.992068","Quincy","Quincy Ave opp Richard St","Quincy Avenue"
"93130",,"Newbury Avenue",,"42.276597","-71.02546","Quincy","Hollis @ Newbury","Hollis Avenue"
"4203",,"Brook Road",,"42.258132","-71.080961","Milton","Reedsdale Rd @ Brook Rd","Reedsdale Road"
"Framingham",,,"Framingham - Commuter Rail","42.276108","-71.420055","Framingham","Framingham",
"70082",,,"Broadway - Red Line - Alewife","42.342622","-71.056967","Boston","Broadway",
"5525",,"Sheafe Street",,"42.427609","-71.041124","Malden","Broadway opp Sheafe St","Broadway"
"node-wondl-busstairs-busway",,,"Wonderland - Bottom of stairs to busway door to lobby",,,"Revere","Wonderland",
"4534",,"Tracy Avenue",,"42.479875","-70.946292","Lynn","Western Ave @ Tracy Ave","Western Avenue"
